substrate,receiver,easting_m,northing_m,crs,source_file,source_sha256
official27_common,15,593182.1,5673676.1,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,17,600665.7,5673496.1,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,18,597489.6,5673202.6,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,19,595733.0,5674981.1,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,20,598310.5,5675590.5,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,23,593165.0,5672339.9,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,25,596470.2,5672389.9,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,27,597692.9,5673639.8,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,32,597840.9,5675025.6,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,33,592165.5,5681084.1,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,34,592422.1,5678266.8,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,37,604063.4,5677746.0,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,50,593121.3,5674389.6,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,69,598286.3,5672726.9,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,70,602522.4,5673395.8,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
official27_common,71,598674.9,5675887.3,EPSG:32631,maps/official27_common.json,02180f358ddc840872f5ceb38f837c706bef1830bdb2503c176028527f84ff9b
recovered26_common_minus71,1,602529.3,5673347.5,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,2,600790.2,5670486.4,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,4,598152.1,5680136.1,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,5,596877.3,5680052.1,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,6,593862.4,5687108.0,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,7,604063.4,5677746.0,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,9,599419.4,5675384.8,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,10,599692.9,5672508.3,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,11,622717.6,5697701.1,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,12,599642.7,5675011.9,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,14,598695.3,5675156.5,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,15,593182.1,5673676.1,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,17,600665.7,5673496.1,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,18,596470.2,5672389.9,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,19,595733.0,5674981.1,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,20,598310.5,5675590.5,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,23,593165.0,5672339.9,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,25,582236.8,5653180.1,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,27,597692.9,5673639.8,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,32,597840.9,5675025.6,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,33,601196.1,5677715.3,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,34,592008.9,5688412.6,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,37,611553.5,5695585.6,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,50,593121.3,5674389.6,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,69,598286.3,5672726.9,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
recovered26_common_minus71,70,637578.8,5670688.1,EPSG:32631,maps/recovered26_common_minus71.json,9f0c6ec568d72d2b3249ea7e365bd9b37645cb94195fdc8d642021f71e53fd9c
official26_common_minus71,1,601353.8,5671754.9,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,2,599692.9,5672508.3,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,4,599058.3,5678634.4,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,5,596677.3,5677998.7,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,6,596877.3,5680052.1,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,7,601956.0,5675160.4,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,9,599419.4,5675384.8,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,10,599200.3,5672483.5,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,11,601196.1,5677715.3,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,12,599642.7,5675011.9,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,14,598695.3,5675156.5,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,15,593182.1,5673676.1,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,17,600665.7,5673496.1,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,18,597489.6,5673202.6,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,19,595733.0,5674981.1,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,20,598310.5,5675590.5,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,23,593165.0,5672339.9,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,25,596470.2,5672389.9,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,27,597692.9,5673639.8,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,32,597840.9,5675025.6,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,33,592165.5,5681084.1,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,34,592422.1,5678266.8,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,37,604063.4,5677746.0,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,50,593121.3,5674389.6,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,69,598286.3,5672726.9,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
official26_common_minus71,70,602522.4,5673395.8,EPSG:32631,maps/official26_common_minus71.json,d569191d4becd8733edc7b54e6a7cf4c3715ef657f8d5b8624ebfe8053c959a6
