map,window,working_message_index,selected_ids,new_at_k7
official32_minus71.json,10,50168,"15,23,25,27,69",0
official32_minus71.json,10,32599,"1,2,10,69",0
official32_minus71.json,10,54739,"4,5,6,22",0
official32_minus71.json,10,32067,"5,6,9,11,14,22,27,32,37,70",0
official32_minus71.json,10,15480,"15,18,19,27,32",0
official32_minus71.json,10,13356,"14,27,32",0
official32_minus71.json,10,14483,"3,10,69",0
official32_minus71.json,10,33261,"18,27,69",0
official32_minus71.json,10,19967,"1,7,70",0
official32_minus71.json,10,46186,"2,7,17",0
official32_minus71.json,10,26588,"7,17,70",0
official32_minus71.json,10,16275,"2,10,69",1
official32_minus71.json,10,22422,"9,14,19,27,32",0
official32_minus71.json,10,31671,"1,9,12,14,70",0
official32_minus71.json,10,10926,"16,19,20,32",0
official32_minus71.json,10,14121,"4,9,14",0
official32_minus71.json,10,14783,"1,2,10,69",0
official32_minus71.json,10,53944,"1,18,27",0
official32_minus71.json,10,19299,"2,10,69",1
official32_minus71.json,10,18454,"27,32,69",0
official32_minus71.json,10,29003,"4,5,11",0
official32_minus71.json,10,54385,"9,12,14,27,32,69",0
official32_minus71.json,10,7606,"1,2,17,27,70",0
official32_minus71.json,10,2928,"18,27,69",0
official32_minus71.json,10,48791,"9,12,14",0
official32_minus71.json,10,25385,"1,2,14,15,18,19,25,27,48,69",0
official32_minus71.json,10,27777,"18,27,69",0
official32_minus71.json,10,735,"4,5,9,17,20,31,70",0
official32_minus71.json,10,17621,"1,14,27",0
official32_minus71.json,10,45840,"2,10,69",1
official32_minus71.json,10,1424,"14,25,27",0
official32_minus71.json,10,53390,"4,5,9,11,14,20,27,31,32,34",0
official32_minus71.json,10,22776,"3,10,69",0
official32_minus71.json,10,6613,"18,27,69",0
official32_minus71.json,10,34451,"1,2,10,69",0
official32_minus71.json,10,12700,"2,9,11,12,14,17,27,69",0
official32_minus71.json,10,27218,"2,3,10,69",0
official32_minus71.json,10,52996,"1,2,9,11,12,14,17,27,70",0
official32_minus71.json,10,51911,"2,10,69",1
official32_minus71.json,10,46169,"18,27,69",0
official32_minus71.json,10,42758,"1,14,27,32",0
official32_minus71.json,10,50767,"7,9,31",0
official32_minus71.json,10,39677,"1,2,10,69",0
official32_minus71.json,10,37536,"2,10,69",1
official32_minus71.json,10,46399,"2,3,10,25,69",0
official32_minus71.json,10,3041,"18,27,69",0
official32_minus71.json,10,10704,"2,10,69",1
official32_minus71.json,10,47166,"4,5,6,9,11,14,20,34",0
official32_minus71.json,10,13884,"9,20,27,31,32",0
official32_minus71.json,10,36364,"7,9,11",0
official32_minus71.json,10,54987,"14,18,19,20",0
official32_minus71.json,10,37505,"2,10,69",1
official32_minus71.json,10,23327,"12,14,20,32",0
official32_minus71.json,10,2932,"4,5,6,9,14,16,20,25,32",0
official32_minus71.json,10,8291,"2,10,11",0
official32_minus71.json,10,48068,"4,5,6,11,32,34",0
official32_minus71.json,10,28263,"14,27,32",0
official32_minus71.json,10,33805,"4,5,6,9,11,14,22,32",0
official32_minus71.json,10,39598,"1,9,27,32",0
official32_minus71.json,10,41092,"14,20,32",0
official32_minus71.json,10,38656,"4,5,6,7,9,11,14",0
official32_minus71.json,10,1202,"4,9,11,14,18,22,27",0
official32_minus71.json,10,12349,"1,2,10",0
official32_minus71.json,10,683,"4,6,11,14,16,20,22,32,34",0
official32_minus71.json,10,37544,"7,14,27,32",0
official32_minus71.json,10,27542,"5,9,11,14,16,20,27,32",0
official32_minus71.json,10,27724,"4,7,22,31",0
official32_minus71.json,10,3094,"5,9,14,20",0
official32_minus71.json,10,4917,"15,19,23,25",0
official32_minus71.json,10,50231,"9,12,70",0
official32_minus71.json,10,52308,"4,11,32,34",0
official32_minus71.json,10,22886,"4,5,9,11,14,22,32,34",0
official32_minus71.json,10,40307,"5,7,11,27",0
official32_minus71.json,10,32011,"15,18,32,50",0
official32_minus71.json,10,49470,"18,25,27",0
official32_minus71.json,10,6618,"7,9,11,12",0
official32_minus71.json,10,11425,"18,27,32,69",0
official32_minus71.json,10,27850,"1,6,7,11,22",0
official32_minus71.json,10,22551,"15,19,25",0
official32_minus71.json,10,18510,"27,32,69",0
official32_minus71.json,10,44095,"18,27,69",0
official32_minus71.json,10,16196,"18,27,69",0
official32_minus71.json,10,31655,"9,11,14,27",0
official32_minus71.json,10,16704,"4,5,9,14,18,20,22,32,34",0
official32_minus71.json,10,40275,"2,10,69",1
official32_minus71.json,10,7704,"1,14,18,19,23,27,32,69",0
official32_minus71.json,10,27092,"14,18,27,32",0
official32_minus71.json,10,31866,"5,15,19",0
official32_minus71.json,10,19497,"2,10,11,69",0
official32_minus71.json,10,6057,"4,5,9,11,22",0
official32_minus71.json,10,144,"18,19,25,27",0
official32_minus71.json,10,31728,"3,5,6,11,14,17,20,22,27,32",0
official32_minus71.json,10,14676,"15,19,50",0
official32_minus71.json,10,120,"9,14,18,19,27,32,70",0
official32_minus71.json,10,44511,"1,2,10,11,69",0
official32_minus71.json,10,44022,"18,25,27",0
official32_minus71.json,10,21926,"2,10,69",1
official32_minus71.json,10,25634,"18,27,32",0
official32_minus71.json,10,14072,"2,10,69",1
official32_minus71.json,10,34373,"1,4,5,6,9,14,17,22,27,32",0
official32_minus71.json,10,49965,"9,14,27",0
official32_minus71.json,10,17885,"14,18,69",0
official32_minus71.json,10,48901,"4,7,11,12,14,17,31",0
official32_minus71.json,10,25792,"9,14,32",0
official32_minus71.json,10,29079,"1,2,9,17,70",0
official32_minus71.json,10,53675,"18,25,27,69",0
official32_minus71.json,10,41555,"9,14,18,27,32",0
official32_minus71.json,10,6290,"5,6,9,20,32",0
official32_minus71.json,10,31113,"7,17,70",0
official32_minus71.json,10,43281,"2,10,69",1
official32_minus71.json,10,31761,"2,18,27",0
official32_minus71.json,10,38740,"14,15,19",0
official32_minus71.json,10,45336,"9,14,27",0
official32_minus71.json,10,51820,"1,12,27",0
official32_minus71.json,10,38327,"2,7,17",0
official32_minus71.json,10,16333,"7,9,11",0
official32_minus71.json,10,34635,"14,27,69",0
official32_minus71.json,10,28714,"4,5,6,14,32,34",0
official32_minus71.json,10,51291,"9,12,14,27,31,32",0
official32_minus71.json,10,32135,"4,9,11,14,20,69",0
official32_minus71.json,10,14093,"2,10,69",1
official32_minus71.json,10,53438,"4,5,9,11,14,22,27,31,32",0
official32_minus71.json,10,44700,"2,10,69",1
official32_minus71.json,10,5462,"1,2,10",0
official32_minus71.json,10,23704,"1,5,19,25,27,32,69",0
official32_minus71.json,10,44228,"14,19,20",0
official32_minus71.json,10,41547,"4,11,17,31",0
official32_minus71.json,10,6141,"4,5,6,9,11,14,20,22,32",0
official32_minus71.json,10,14218,"2,10,69",1
official32_minus71.json,10,36556,"5,14,20",0
official32_minus71.json,10,6941,"9,12,14",0
official32_minus71.json,10,13275,"1,2,10,69",0
official32_minus71.json,10,19088,"1,7,70",0
official32_minus71.json,10,25875,"15,19,23,25",0
official32_minus71.json,10,44833,"1,9,12,14",0
official32_minus71.json,10,47623,"4,5,9,14,16,34",0
official32_minus71.json,10,7875,"2,3,10,69",0
official32_minus71.json,10,12016,"2,10,11,19,69",0
official32_minus71.json,10,23036,"2,10,11,69",0
official32_minus71.json,10,34176,"1,10,69",0
official32_minus71.json,10,13545,"18,25,27",0
official32_minus71.json,10,3744,"5,9,14,20,22,32",0
official32_minus71.json,10,38972,"11,15,22,23,25,32",0
official32_minus71.json,10,50290,"4,11,12,31",0
official32_minus71.json,10,45301,"5,9,11,14,20,31,32",0
official32_minus71.json,10,43086,"2,3,10",0
official32_minus71.json,10,37587,"18,19,25,27",0
official32_minus71.json,10,34860,"9,14,20",0
official32_minus71.json,10,47870,"5,20,22,27",0
official32_minus71.json,10,12989,"2,10,69",1
official32_minus71.json,10,9982,"4,9,12",0
official32_minus71.json,10,28844,"9,20,31,32",0
official32_minus71.json,10,37009,"2,10,69",1
official32_minus71.json,10,14952,"7,9,11,17,31",0
official32_minus71.json,10,15056,"2,10,69",1
official32_minus71.json,10,43396,"2,3,10,69",0
official32_minus71.json,10,4104,"9,14,27",0
official32_minus71.json,10,54243,"9,14,19,27,32",0
official32_minus71.json,10,36125,"2,9,11,12,14,15,18,25,27,69",0
official32_minus71.json,10,49322,"14,18,19,27,32",0
official32_minus71.json,10,9803,"4,9,69",0
official32_minus71.json,10,24111,"9,11,14",0
official32_minus71.json,10,51783,"4,5,11,14",0
official32_minus71.json,10,25201,"2,10,69",1
official32_minus71.json,10,45407,"5,7,14,22",0
official32_minus71.json,10,32284,"2,10,69",1
official32_minus71.json,10,44804,"2,10,69",1
official32_minus71.json,10,51801,"2,10,69",1
official32_minus71.json,10,46756,"2,10,69",1
official32_minus71.json,10,33040,"1,2,7,17,37",0
official32_minus71.json,10,42601,"9,12,27",0
official32_minus71.json,10,31800,"1,2,9,12,14,27,69",0
official32_minus71.json,10,13921,"9,18,19,27,32,69",0
official32_minus71.json,10,41183,"14,18,27,32",0
official32_minus71.json,10,42572,"1,2,10,69",0
official32_minus71.json,10,45048,"7,9,11,70",0
official32_minus71.json,10,30629,"18,27,69",0
official32_minus71.json,10,4038,"1,3,7,17,27,70",0
official32_minus71.json,10,25499,"4,5,6,11,14,20,22,25,32",0
official32_minus71.json,10,44076,"18,27,69",0
official32_minus71.json,10,23542,"18,19,25,27,32",0
official32_minus71.json,10,9091,"1,3,14,15,18,25,27,69",0
official32_minus71.json,10,5226,"4,5,6,11,14,19,20,25,32,34",0
official32_minus71.json,10,36343,"14,17,27",0
official32_minus71.json,10,31350,"5,11,14",0
official32_minus71.json,10,50257,"2,10,11",0
official32_minus71.json,10,21614,"4,9,14,27",0
official32_minus71.json,10,26564,"14,18,19,20,23",0
official32_minus71.json,10,21794,"2,10,11,17,69",0
official32_minus71.json,10,1996,"1,2,10,17",0
official32_minus71.json,10,12138,"18,25,27",0
official32_minus71.json,10,44482,"1,7,17,70",0
official32_minus71.json,10,10035,"5,14,32",0
official32_minus71.json,10,18078,"4,6,11,31",0
official32_minus71.json,10,50217,"4,6,9,11,14,20,22,31,32,70",0
official32_minus71.json,10,13934,"1,2,10,69",0
official32_minus71.json,10,53174,"18,25,27,32",0
official32_minus71.json,10,5652,"4,6,7,11,14,22,31",0
official32_minus71.json,10,35948,"1,7,11,14,17,31",0
official32_minus71.json,10,50850,"14,19,20",0
official32_minus71.json,10,48849,"2,10,69",1
official32_minus71.json,10,51496,"4,5,6,11,18,19,20,27,32,34",0
official32_minus71.json,10,7745,"9,14,20",0
official32_minus71.json,10,2099,"1,2,10,69",0
official32_minus71.json,10,20594,"2,10,69",1
official32_minus71.json,10,37073,"2,3,18,19,25,27,32,69",0
official32_minus71.json,10,26177,"14,18,27,32",0
official32_minus71.json,10,43255,"2,10,69",1
official32_minus71.json,10,35953,"9,11,12,17",0
official32_minus71.json,10,13602,"15,19,34,50",0
official32_minus71.json,10,49417,"7,9,17,70",0
official32_minus71.json,10,8139,"9,12,14,15,27,32",0
official32_minus71.json,10,52736,"2,10,69",1
official32_minus71.json,10,16862,"18,27,69",0
official32_minus71.json,10,23403,"18,25,27,32,69",0
official32_minus71.json,10,51348,"14,31,32",0
official32_minus71.json,10,40836,"4,12,14",0
official32_minus71.json,10,11822,"15,19,32",0
official32_minus71.json,10,14465,"18,27,32,69",0
official32_minus71.json,10,51846,"5,9,19,32",0
official32_minus71.json,10,8340,"5,14,20,22,32",0
official32_minus71.json,10,10414,"4,5,7,11,31,37",0
official32_minus71.json,10,30488,"1,18,27",0
official32_minus71.json,10,28198,"1,14,27,32",0
official32_minus71.json,10,55118,"9,14,18,27",0
official32_minus71.json,10,12480,"14,20,32",0
official32_minus71.json,10,10553,"1,2,10,69",0
official32_minus71.json,10,30017,"14,18,19,27,32,69",0
official32_minus71.json,10,54388,"1,3,18,69",0
official32_minus71.json,10,5235,"4,5,9,14,20,22",0
official32_minus71.json,10,23840,"9,14,27,32",0
official32_minus71.json,10,4280,"14,20,27,32",0
official32_minus71.json,10,3151,"12,20,32",0
official32_minus71.json,10,2706,"4,9,14,27,32",0
official32_minus71.json,10,50505,"1,10,69",0
official32_minus71.json,10,10357,"4,5,9,20,22,27,31,32",0
official32_minus71.json,10,31522,"5,6,9,14,20",0
official32_minus71.json,10,48372,"5,16,20,25",0
official32_minus71.json,10,5182,"1,2,10,69",0
official32_minus71.json,10,8853,"9,11,14",0
official32_minus71.json,10,47915,"1,4,7,9,14,17,31",0
official32_minus71.json,10,24633,"4,5,6,11,14,22,27",0
official32_minus71.json,10,25251,"1,9,12,14",0
official32_minus71.json,10,50411,"5,6,19",0
official32_minus71.json,10,23482,"2,3,10,27,69",0
official32_minus71.json,10,17142,"15,19,32,50",0
official32_minus71.json,10,51865,"5,20,25",0
official32_minus71.json,10,52037,"1,2,10,69",0
official32_minus71.json,10,19966,"1,7,17",0
official32_minus71.json,10,16969,"1,2,3,10,69",0
official32_minus71.json,10,17023,"14,18,19,25,27,32",0
official32_minus71.json,10,22718,"1,9,10,14,17",0
official32_minus71.json,10,23852,"4,5,9,14,18,20,32",0
official32_minus71.json,10,8175,"4,5,9,11,20,22,32",0
official32_minus71.json,10,50884,"4,5,6,9,11,12,14,22,32",0
official32_minus71.json,10,43634,"6,11,14,31,32",0
official32_minus71.json,10,12169,"5,6,9,14,16,19,32",0
official32_minus71.json,10,24086,"4,5,11",0
official32_minus71.json,10,23729,"1,2,10,69",0
official32_minus71.json,10,16421,"12,14,20",0
official32_minus71.json,10,29621,"5,11,14,20",0
official32_minus71.json,10,29735,"18,27,69",0
official32_minus71.json,10,19574,"1,2,10",0
official32_minus71.json,10,25864,"18,25,27",0
official32_minus71.json,10,2476,"4,5,7,9,11,14,22,31",0
official32_minus71.json,10,23251,"18,19,32",0
official32_minus71.json,10,5947,"14,20,27,32",0
official32_minus71.json,10,2902,"2,10,69",1
official32_minus71.json,10,358,"14,27,32,69",0
official32_minus71.json,10,52617,"12,14,20",0
official32_minus71.json,10,25923,"2,7,9,11,14",0
official32_minus71.json,10,15493,"2,10,69",1
official32_minus71.json,10,1133,"9,14,27,32",0
official32_minus71.json,10,25145,"4,5,9,22,34",0
official32_minus71.json,10,959,"4,5,9,14,69",0
official32_minus71.json,10,15369,"2,10,69",1
official32_minus71.json,10,21830,"2,10,69",1
official32_minus71.json,10,29180,"4,7,11,14",0
official32_minus71.json,10,53271,"4,5,6,11,14,31,32,70",0
official32_minus71.json,10,8331,"1,2,10,69",0
official32_minus71.json,10,11721,"1,2,10,69",0
official32_minus71.json,10,44165,"4,5,6,7,9,14,22,31,34",0
official32_minus71.json,10,52883,"5,6,11,19",0
official32_minus71.json,10,13609,"2,10,69",1
official32_minus71.json,10,43900,"12,17,27",0
official32_minus71.json,10,4260,"1,10,69",0
official32_minus71.json,10,6008,"1,2,3,27,69",0
official32_minus71.json,10,8653,"7,9,11",0
official32_minus71.json,10,52518,"2,10,69",1
official32_minus71.json,10,34693,"14,18,19,25,27,32,69",0
official32_minus71.json,10,10032,"4,5,6,9,14,16,20,25,32",0
official32_minus71.json,10,49581,"4,5,6,9,11,14,22,27,34",0
official32_minus71.json,10,27946,"18,27,69",0
official32_minus71.json,10,1073,"18,19,25,27",0
official32_minus71.json,10,2890,"5,6,9,20,22",0
official32_minus71.json,10,16876,"4,9,11,14",0
official32_minus71.json,10,12979,"1,9,17,70",0
official32_minus71.json,10,15574,"2,10,14,69",1
official32_minus71.json,10,41726,"14,20,32",0
official32_minus71.json,10,32215,"2,10,69",1
official32_minus71.json,10,38653,"4,5,6,9",0
official32_minus71.json,10,35538,"12,14,20",0
official32_minus71.json,10,16251,"1,10,69",0
official32_minus71.json,10,47384,"1,7,31",0
official32_minus71.json,10,26722,"14,18,19,25,27,32",0
official32_minus71.json,10,45892,"4,11,14",0
official32_minus71.json,10,4003,"1,7,9,12,17,70",0
official32_minus71.json,10,37895,"2,10,69",1
official32_minus71.json,10,26158,"2,4,5,7,9,11,14,22,31,37",0
official32_minus71.json,10,27441,"4,6,7,9,11,17,31",0
official32_minus71.json,10,17488,"9,14,15,27,32",0
official32_minus71.json,10,52600,"5,6,19,22,44",0
official32_minus71.json,10,481,"4,5,6,9,11,17,32",0
official32_minus71.json,10,13663,"2,10,14,69",1
official32_minus71.json,10,54084,"1,3,14,18,27,32,69",0
official32_minus71.json,10,49313,"4,5,9,14,22,32",0
official32_minus71.json,10,17538,"14,32,69",0
official32_minus71.json,10,24178,"2,10,69",1
official32_minus71.json,10,26785,"9,12,14,19,32",0
official32_minus71.json,10,39589,"9,11,14",0
official32_minus71.json,10,14970,"18,25,27",0
official32_minus71.json,10,44837,"2,10,69",1
official32_minus71.json,10,4734,"1,3,14",0
official32_minus71.json,10,40340,"2,10,69",1
official32_minus71.json,10,6808,"7,9,11,17,31",0
official32_minus71.json,10,43106,"11,12,70",0
official32_minus71.json,10,14000,"18,27,69",0
official32_minus71.json,10,17994,"2,3,10,69",0
official32_minus71.json,10,43441,"1,2,7,11,14,69",0
official32_minus71.json,10,18742,"7,9,11",0
official32_minus71.json,10,22024,"4,9,11,14,20,22,32,34",0
official32_minus71.json,10,5781,"2,5,15,19,25",0
official32_minus71.json,10,18665,"5,9,11,14,20",0
official32_minus71.json,10,16232,"5,14,32,69",0
official32_minus71.json,10,24226,"4,5,9,11,14,20,32,34",0
official32_minus71.json,10,11974,"27,32,69",0
official32_minus71.json,10,5366,"4,5,6,9,11,14,20,22,31,32",0
official32_minus71.json,10,17038,"6,16,22",0
official32_minus71.json,10,2729,"19,25,27,32",0
official32_minus71.json,10,24475,"2,10,69",1
official32_minus71.json,10,10341,"4,5,11,14,32",0
official32_minus71.json,10,17173,"9,12,27",0
official32_minus71.json,10,6925,"15,19,23",0
official32_minus71.json,10,18518,"1,2,3,10",0
official32_minus71.json,10,37213,"4,5,6,7,11,17,37",0
official32_minus71.json,10,32964,"2,18,32",0
official32_minus71.json,10,35309,"2,10,69",1
official32_minus71.json,10,50285,"4,6,11,14,20,22,32",0
official32_minus71.json,10,13074,"18,19,27",0
official32_minus71.json,10,24247,"18,25,27",0
official32_minus71.json,10,13012,"4,7,9",0
official32_minus71.json,10,2688,"14,20,32",0
official32_minus71.json,10,11757,"7,9,11,14",0
official32_minus71.json,10,51082,"4,6,11",0
official32_minus71.json,10,1459,"18,19,25,32",0
official32_minus71.json,10,10110,"11,14,20,27,32",0
official32_minus71.json,10,8758,"5,14,19,20",0
official32_minus71.json,10,13095,"4,5,6,9,14,19,32,34",0
official32_minus71.json,10,12706,"2,10,69",1
official32_minus71.json,10,39162,"1,5,6,15,16,19,22,25,50",0
official32_minus71.json,10,13292,"4,5,6,11,14,22,27,31,32,34",0
official32_minus71.json,10,52306,"2,10,69",1
official32_minus71.json,10,16951,"2,10,69",1
official32_minus71.json,10,21282,"2,10,18,69",0
official32_minus71.json,10,54576,"15,19,25",0
official32_minus71.json,10,22965,"2,12,17",0
official32_minus71.json,10,6822,"4,9,14,20,32",0
official32_minus71.json,10,27082,"18,27,69",0
official32_minus71.json,10,17587,"1,7,17,27",0
official32_minus71.json,10,16738,"4,5,34",0
official32_minus71.json,10,22387,"1,10,69",0
official32_minus71.json,10,2298,"4,6,22",0
official32_minus71.json,10,31449,"2,10,69",1
official32_minus71.json,10,50653,"4,11,14,32",0
official32_minus71.json,10,29469,"2,10,69",1
official32_minus71.json,10,17503,"5,6,9,22,32,34",0
official32_minus71.json,10,17159,"7,11,14,32,70",0
official32_minus71.json,10,4912,"5,6,22,32",0
official32_minus71.json,10,19277,"18,25,27",0
official32_minus71.json,10,33793,"2,10,69",1
official32_minus71.json,10,27711,"4,5,9,11,14,20,22,34",0
official32_minus71.json,10,53471,"1,10,69",0
official32_minus71.json,10,5933,"2,3,10,69",0
official32_minus71.json,10,5708,"14,18,27,32",0
official32_minus71.json,10,53690,"14,32,69",0
official32_minus71.json,10,29991,"1,7,17,70",0
official32_minus71.json,10,54273,"4,5,14,19,27,32,34",0
official32_minus71.json,10,35692,"18,19,27",0
official32_minus71.json,10,48326,"14,27,32,69",0
official32_minus71.json,10,9637,"5,6,9,14,20,22,27,32,34",0
official32_minus71.json,10,33936,"18,27,69",0
official32_minus71.json,10,23306,"18,27,32,69",0
official32_minus71.json,10,37101,"5,6,9,12,14,17,22,31,32,70",0
official32_minus71.json,10,8063,"9,12,14,32",0
official32_minus71.json,10,18558,"14,18,27",0
official32_minus71.json,10,35494,"1,7,17",0
official32_minus71.json,10,50330,"2,10,69",1
official32_minus71.json,10,52413,"2,3,10",0
official32_minus71.json,10,14283,"18,25,27",0
official32_minus71.json,10,41071,"2,4,9,27",0
official32_minus71.json,10,6737,"9,11,12,14,32",0
official32_minus71.json,10,1644,"12,14,18,27",0
official32_minus71.json,10,6133,"2,10,69",1
official32_minus71.json,10,35342,"5,14,19,20",0
official32_minus71.json,10,22169,"5,14,22",0
official32_minus71.json,10,21342,"4,5,9,11,34",0
official32_minus71.json,10,51495,"7,9,17,70",0
official32_minus71.json,10,29283,"2,10,69",1
official32_minus71.json,10,19283,"4,9,14,18,69",0
official32_minus71.json,10,10181,"1,2,10,69",0
official32_minus71.json,10,9153,"15,18,25,27",0
official32_minus71.json,10,22779,"4,14,20,31,32",0
official32_minus71.json,10,34629,"2,5,7,9,11,22,31,32,70",0
official32_minus71.json,10,40159,"19,23,32",0
official32_minus71.json,10,23028,"4,7,9,11,14",0
official32_minus71.json,10,9118,"9,14,20",0
official32_minus71.json,10,26910,"6,7,11,31",0
official32_minus71.json,10,40292,"5,6,11,14,22,23,32,34,70",0
official32_minus71.json,10,15831,"7,9,11",0
official32_minus71.json,10,41370,"4,9,11,14,32",0
official32_minus71.json,10,25967,"2,10,69",1
official32_minus71.json,10,51811,"4,7,11,14,31,37",0
official32_minus71.json,10,31173,"2,10,69",1
official32_minus71.json,10,30609,"9,11,12",0
official32_minus71.json,10,47262,"1,3,5,9,14,27,32,70",0
official32_minus71.json,10,11274,"2,10,69",1
official32_minus71.json,10,21168,"2,10,69",1
official32_minus71.json,10,8636,"2,3,10,69",0
official32_minus71.json,10,32868,"2,10,19,27,69",0
official32_minus71.json,10,8731,"5,14,22,34",0
official32_minus71.json,10,28190,"18,27,69",0
official32_minus71.json,10,13979,"9,14,32",0
official32_minus71.json,10,25127,"2,10,69",1
official32_minus71.json,10,18197,"9,11,17",0
official32_minus71.json,10,46791,"2,10,69",1
official32_minus71.json,10,12175,"14,20,32",0
official32_minus71.json,10,28734,"4,5,9,14,22,32,34",0
official32_minus71.json,10,9779,"14,20,32",0
official32_minus71.json,10,8689,"1,7,9,11,14",0
official32_minus71.json,10,35522,"9,14,20",0
official32_minus71.json,10,49732,"14,27,32",0
official32_minus71.json,10,10515,"9,14,20",0
official32_minus71.json,10,45412,"9,14,18,27,32,69",0
official32_minus71.json,10,21064,"2,10,69",1
official32_minus71.json,10,49146,"4,5,9,11,17",0
official32_minus71.json,10,12234,"27,32,69",0
official32_minus71.json,10,7498,"5,6,14,16,20,22,32",0
official32_minus71.json,10,52833,"2,9,14",0
official32_minus71.json,10,12090,"4,5,9",0
official32_minus71.json,10,51100,"15,18,19,25,27",0
official32_minus71.json,10,14921,"9,11,31,37",0
official32_minus71.json,10,8283,"2,18,19,27",0
official32_minus71.json,10,52791,"7,9,31",0
official32_minus71.json,10,24316,"4,14,27,32",0
official32_minus71.json,10,31589,"7,17,70",0
official32_minus71.json,10,159,"7,9,14,31",0
official32_minus71.json,10,21692,"4,5,6,9,14,32,34",0
official32_minus71.json,10,26594,"4,20,22,32",0
official32_minus71.json,10,14316,"7,11,14",0
official32_minus71.json,10,40198,"2,10,69",1
official32_minus71.json,10,51725,"9,20,27,32,69",0
official32_minus71.json,10,23226,"2,10,69",1
official32_minus71.json,10,36935,"2,3,14,18,25,27,69",0
official32_minus71.json,10,39565,"14,27,32",0
official32_minus71.json,10,52158,"5,6,18,22,25,32",0
official32_minus71.json,10,49545,"18,25,27",0
official32_minus71.json,10,45869,"9,14,32,69",0
official32_minus71.json,10,31503,"1,12,14,17,18,69",0
official32_minus71.json,10,3654,"18,25,27",0
official32_minus71.json,10,32683,"2,10,69",1
official32_minus71.json,10,45267,"4,5,14,22,32,34",0
official32_minus71.json,10,9496,"2,10,69",1
official32_minus71.json,10,38317,"4,5,6,9,11,14,18,20,32,33",0
official32_minus71.json,10,30604,"19,27,32",0
official32_minus71.json,10,16681,"7,9,31",0
official32_minus71.json,10,26209,"14,19,20,32",0
official32_minus71.json,10,30546,"19,23,32",0
official32_minus71.json,10,11609,"4,5,9,11,32",0
official32_minus71.json,10,4981,"5,9,20,33",0
official32_minus71.json,10,42208,"18,27,69",0
official32_minus71.json,10,5750,"9,14,70",0
official32_minus71.json,10,1931,"2,10,69",1
official32_minus71.json,10,50046,"1,2,10,69",0
official32_minus71.json,10,21626,"1,2,10,11,69",0
official32_minus71.json,10,4532,"1,10,27,69",0
official32_minus71.json,10,42976,"2,10,69",1
official32_minus71.json,10,27081,"1,2,3,4,9,11,12,27,32,37",0
official32_minus71.json,10,48356,"14,19,32",0
official32_minus71.json,10,53743,"18,27,69",0
official32_minus71.json,10,3018,"1,3,14,27,69",0
official32_minus71.json,10,20351,"1,7,17,27,70",0
official32_minus71.json,10,50373,"18,27,69",0
official32_minus71.json,10,37762,"9,14,27",0
official32_minus71.json,10,24343,"14,20,32",0
official32_minus71.json,10,45551,"9,11,14,20",0
official32_minus71.json,10,37323,"9,14,27,69",0
official32_minus71.json,10,50086,"1,9,17,70",0
official32_minus71.json,10,29291,"4,5,6,9,14,20,25,34",0
official32_minus71.json,10,29942,"4,5,9,11,14,27,31,32",0
official32_minus71.json,10,100,"4,9,11,12,14",0
official32_minus71.json,10,9251,"7,14,31",0
official32_minus71.json,10,28704,"7,17,70",0
official32_minus71.json,10,31578,"4,11,14",0
official32_minus71.json,10,50270,"14,18,27,32,69",0
official32_minus71.json,10,45575,"1,2,3,10,11,69",0
official32_minus71.json,10,39263,"2,3,10,27,69",0
official32_minus71.json,10,16617,"7,9,14,31",0
official32_minus71.json,10,289,"1,3,10,14,69",0
official32_minus71.json,10,49686,"1,4,6,9,14,19,22,31,34",0
official32_minus71.json,10,52004,"1,3,9,11,12,69",0
official32_minus71.json,10,51438,"2,10,69",1
official32_minus71.json,10,28930,"1,2,10",0
official32_minus71.json,10,22758,"7,9,11,37",0
official32_minus71.json,10,6237,"1,2,10,69",0
official32_minus71.json,10,2467,"1,27,32,69",0
official32_minus71.json,10,16079,"9,11,14",0
official32_minus71.json,10,13224,"4,5,6,16,22,32,34",0
official32_minus71.json,10,12239,"1,2,10,17,69",0
official32_minus71.json,10,31753,"9,11,12,14,31",0
official32_minus71.json,10,2050,"4,7,9,11,14,48",0
official32_minus71.json,10,48278,"2,10,69",1
official32_minus71.json,10,49565,"9,12,14,20,32",0
official32_minus71.json,10,33449,"1,2,5,6,9,14,22,44",0
official32_minus71.json,10,15266,"4,6,9,22",0
official32_minus71.json,10,45980,"2,10,69",1
official32_minus71.json,10,17918,"2,10,69",1
official32_minus71.json,10,2216,"5,11,32",0
official32_minus71.json,10,11339,"14,18,19,27,32",0
official32_minus71.json,10,22483,"1,2,3,10,69",0
official32_minus71.json,10,19801,"14,18,32",0
official32_minus71.json,10,52724,"14,20,32",0
official32_minus71.json,10,55339,"14,20,32",0
official32_minus71.json,10,25889,"2,10,69",1
official32_minus71.json,10,30127,"9,14,32,69",0
official32_minus71.json,10,46344,"18,27,69",0
official32_minus71.json,10,43252,"2,3,9,11,14,18,27,32",0
official32_minus71.json,10,50304,"14,18,19,27,32",0
official32_minus71.json,10,42353,"5,6,19,22,32",0
official32_minus71.json,10,41339,"4,5,6,20,22,34",0
official32_minus71.json,10,48003,"5,15,22",0
official32_minus71.json,10,6165,"27,32,69",0
official32_minus71.json,10,50937,"5,22,32",0
